Date,kNDVI,NIRv,Tropomi_SIF,,,,,,,,,
12/3/02,0.6,0.163,,,,,,,,,,
12/4/02,,,,,,,,,,,,
12/5/02,,,,,,,,,,,,
12/6/02,,,,,,,,,,,,
12/7/02,0.307,0.114,,,,,,,,,,
12/8/02,,,,,,,,,,,,
12/9/02,,,,,,,,,,,,
12/10/02,,,,,,,,,,,,
12/11/02,,,,,,,,,,,,
12/12/02,,,,,,,,,,,,
12/13/02,,,,,,,,,,,,
12/14/02,,,,,,,,,,,,
12/15/02,,,,,,,,,,,,
12/16/02,0.007,,,,,,,,,,,
12/17/02,,,,,,,,,,,,
12/18/02,,,,,,,,,,,,
12/19/02,,,,,,,,,,,,
12/20/02,,,,,,,,,,,,
12/21/02,,,,,,,,,,,,
12/22/02,,,,,,,,,,,,
12/23/02,0.328,0.115,,,,,,,,,,
12/24/02,,,,,,,,,,,,
12/25/02,,,,,,,,,,,,
12/26/02,,,,,,,,,,,,
12/27/02,,,,,,,,,,,,
12/28/02,,,,,,,,,,,,
12/29/02,,,,,,,,,,,,
12/30/02,,,,,,,,,,,,
12/31/02,0.201,0.061,,,,,,,,,,
1/1/03,,,,,,,,,,,,
1/2/03,,,,,,,,,,,,
1/3/03,,,,,,,,,,,,
1/4/03,,,,,,,,,,,,
1/5/03,0.264,0.106,,,,,,,,,,
1/6/03,0.368,0.128,,,,,,,,,,
1/7/03,,,,,,,,,,,,
1/8/03,0.33,0.121,,,,,,,,,,
1/9/03,,,,,,,,,,,,
1/10/03,0.404,0.124,,,,,,,,,,
1/11/03,,,,,,,,,,,,
1/12/03,,,,,,,,,,,,
1/13/03,,,,,,,,,,,,
1/14/03,,,,,,,,,,,,
1/15/03,,,,,,,,,,,,
1/16/03,,,,,,,,,,,,
1/17/03,0.289,0.106,,,,,,,,,,
1/18/03,0.34,0.114,,,,,,,,,,
1/19/03,0.169,0.075,,,,,,,,,,
1/20/03,,,,,,,,,,,,
1/21/03,,,,,,,,,,,,
1/22/03,,,,,,,,,,,,
1/23/03,,,,,,,,,,,,
1/24/03,,,,,,,,,,,,
1/25/03,,,,,,,,,,,,
1/26/03,,,,,,,,,,,,
1/27/03,,,,,,,,,,,,
1/28/03,0.357,0.121,,,,,,,,,,
1/29/03,,,,,,,,,,,,
1/30/03,,,,,,,,,,,,
1/31/03,,,,,,,,,,,,
2/1/03,,,,,,,,,,,,
2/2/03,,,,,,,,,,,,
2/3/03,,,,,,,,,,,,
2/4/03,,,,,,,,,,,,
2/5/03,0.596,0.166,,,,,,,,,,
2/6/03,0.34,0.123,,,,,,,,,,
2/7/03,0.246,0.102,,,,,,,,,,
2/8/03,0.355,0.112,,,,,,,,,,
2/9/03,0.285,0.11,,,,,,,,,,
2/10/03,,,,,,,,,,,,
2/11/03,0.314,0.12,,,,,,,,,,
2/12/03,0.627,0.174,,,,,,,,,,
2/13/03,,,,,,,,,,,,
2/14/03,,,,,,,,,,,,
2/15/03,,,,,,,,,,,,
2/16/03,,,,,,,,,,,,
2/17/03,,,,,,,,,,,,
2/18/03,,,,,,,,,,,,
2/19/03,,,,,,,,,,,,
2/20/03,,,,,,,,,,,,
2/21/03,,,,,,,,,,,,
2/22/03,,,,,,,,,,,,
2/23/03,0.319,0.117,,,,,,,,,,
2/24/03,0.355,0.119,,,,,,,,,,
2/25/03,0.292,0.11,,,,,,,,,,
2/26/03,,,,,,,,,,,,
2/27/03,,,,,,,,,,,,
2/28/03,,,,,,,,,,,,
3/1/03,0.275,0.106,,,,,,,,,,
3/2/03,,,,,,,,,,,,
3/3/03,,,,,,,,,,,,
3/4/03,,,,,,,,,,,,
3/5/03,,,,,,,,,,,,
3/6/03,,,,,,,,,,,,
3/7/03,,,,,,,,,,,,
3/8/03,,,,,,,,,,,,
3/9/03,,,,,,,,,,,,
3/10/03,,,,,,,,,,,,
3/11/03,,,,,,,,,,,,
3/12/03,,,,,,,,,,,,
3/13/03,,,,,,,,,,,,
3/14/03,,,,,,,,,,,,
3/15/03,,,,,,,,,,,,
3/16/03,,,,,,,,,,,,
3/17/03,,,,,,,,,,,,
3/18/03,,,,,,,,,,,,
3/19/03,,,,,,,,,,,,
3/20/03,,,,,,,,,,,,
3/21/03,,,,,,,,,,,,
3/22/03,,,,,,,,,,,,
3/23/03,,,,,,,,,,,,
3/24/03,0.223,0.085,,,,,,,,,,
3/25/03,,,,,,,,,,,,
3/26/03,,,,,,,,,,,,
3/27/03,,,,,,,,,,,,
3/28/03,,,,,,,,,,,,
3/29/03,0.219,0.09,,,,,,,,,,
3/30/03,0.282,0.089,,,,,,,,,,
3/31/03,,,,,,,,,,,,
4/1/03,,,,,,,,,,,,
4/2/03,,,,,,,,,,,,
4/3/03,,,,,,,,,,,,
4/4/03,,,,,,,,,,,,
4/5/03,,,,,,,,,,,,
4/6/03,,,,,,,,,,,,
4/7/03,,,,,,,,,,,,
4/8/03,,,,,,,,,,,,
4/9/03,0.285,0.108,,,,,,,,,,
4/10/03,,,,,,,,,,,,
4/11/03,,,,,,,,,,,,
4/12/03,,,,,,,,,,,,
4/13/03,,,,,,,,,,,,
4/14/03,,,,,,,,,,,,
4/15/03,,,,,,,,,,,,
4/16/03,,,,,,,,,,,,
4/17/03,,,,,,,,,,,,
4/18/03,0.067,0.059,,,,,,,,,,
4/19/03,,,,,,,,,,,,
4/20/03,,,,,,,,,,,,
4/21/03,,,,,,,,,,,,
4/22/03,,,,,,,,,,,,
4/23/03,,,,,,,,,,,,
4/24/03,,,,,,,,,,,,
4/25/03,,,,,,,,,,,,
4/26/03,,,,,,,,,,,,
4/27/03,0.403,0.13,,,,,,,,,,
4/28/03,,,,,,,,,,,,
4/29/03,,,,,,,,,,,,
4/30/03,,,,,,,,,,,,
5/1/03,0.35,0.092,,,,,,,,,,
5/2/03,0.347,0.117,,,,,,,,,,
5/3/03,,,,,,,,,,,,
5/4/03,,,,,,,,,,,,
5/5/03,,,,,,,,,,,,
5/6/03,,,,,,,,,,,,
5/7/03,,,,,,,,,,,,
5/8/03,,,,,,,,,,,,
5/9/03,,,,,,,,,,,,
5/10/03,,,,,,,,,,,,
5/11/03,,,,,,,,,,,,
5/12/03,,,,,,,,,,,,
5/13/03,,,,,,,,,,,,
5/14/03,,,,,,,,,,,,
5/15/03,,,,,,,,,,,,
5/16/03,,,,,,,,,,,,
5/17/03,,,,,,,,,,,,
5/18/03,,,,,,,,,,,,
5/19/03,0.63,0.169,,,,,,,,,,
5/20/03,,,,,,,,,,,,
5/21/03,0.361,0.121,,,,,,,,,,
5/22/03,,,,,,,,,,,,
5/23/03,0.368,0.127,,,,,,,,,,
5/24/03,,,,,,,,,,,,
5/25/03,,,,,,,,,,,,
5/26/03,,,,,,,,,,,,
5/27/03,0.446,0.142,,,,,,,,,,
5/28/03,,,,,,,,,,,,
5/29/03,0.581,0.156,,,,,,,,,,
5/30/03,,,,,,,,,,,,
5/31/03,,,,,,,,,,,,
6/1/03,,,,,,,,,,,,
6/2/03,0.762,0.199,,,,,,,,,,
6/3/03,0.471,0.147,,,,,,,,,,
6/4/03,0.7,0.187,,,,,,,,,,
6/5/03,0.674,0.187,,,,,,,,,,
6/6/03,0.422,0.138,,,,,,,,,,
6/7/03,0.827,0.221,,,,,,,,,,
6/8/03,,,,,,,,,,,,
6/9/03,,,,,,,,,,,,
6/10/03,,,,,,,,,,,,
6/11/03,,,,,,,,,,,,
6/12/03,,,,,,,,,,,,
6/13/03,,,,,,,,,,,,
6/14/03,,,,,,,,,,,,
6/15/03,0.517,0.15,,,,,,,,,,
6/16/03,0.886,0.242,,,,,,,,,,
6/17/03,0.485,0.147,,,,,,,,,,
6/18/03,,,,,,,,,,,,
6/19/03,,,,,,,,,,,,
6/20/03,,,,,,,,,,,,
6/21/03,,,,,,,,,,,,
6/22/03,,,,,,,,,,,,
6/23/03,,,,,,,,,,,,
6/24/03,,,,,,,,,,,,
6/25/03,0.879,0.238,,,,,,,,,,
6/26/03,0.547,0.164,,,,,,,,,,
6/27/03,0.813,0.218,,,,,,,,,,
6/28/03,0.582,0.17,,,,,,,,,,
6/29/03,,,,,,,,,,,,
6/30/03,0.834,0.204,,,,,,,,,,
7/1/03,,,,,,,,,,,,
7/2/03,0.903,0.251,,,,,,,,,,
7/3/03,0.481,0.152,,,,,,,,,,
7/4/03,0.889,0.244,,,,,,,,,,
7/5/03,,,,,,,,,,,,
7/6/03,,,,,,,,,,,,
7/7/03,0.694,0.188,,,,,,,,,,
7/8/03,,,,,,,,,,,,
7/9/03,0.857,0.234,,,,,,,,,,
7/10/03,0.512,0.155,,,,,,,,,,
7/11/03,0.858,0.233,,,,,,,,,,
7/12/03,0.496,0.156,,,,,,,,,,
7/13/03,,,,,,,,,,,,
7/14/03,0.674,0.172,,,,,,,,,,
7/15/03,0.834,0.223,,,,,,,,,,
7/16/03,,,,,,,,,,,,
7/17/03,0.543,0.164,,,,,,,,,,
7/18/03,0.899,0.25,,,,,,,,,,
7/19/03,0.447,0.145,,,,,,,,,,
7/20/03,0.823,0.223,,,,,,,,,,
7/21/03,0.5,0.156,,,,,,,,,,
7/22/03,0.819,0.219,,,,,,,,,,
7/23/03,0.621,0.178,,,,,,,,,,
7/24/03,0.423,0.137,,,,,,,,,,
7/25/03,0.779,0.211,,,,,,,,,,
7/26/03,0.454,0.146,,,,,,,,,,
7/27/03,0.876,0.24,,,,,,,,,,
7/28/03,0.477,0.15,,,,,,,,,,
7/29/03,0.817,0.219,,,,,,,,,,
7/30/03,0.539,0.163,,,,,,,,,,
7/31/03,0.775,0.196,,,,,,,,,,
8/1/03,0.655,0.167,,,,,,,,,,
8/2/03,,,,,,,,,,,,
8/3/03,,,,,,,,,,,,
8/4/03,0.531,0.159,,,,,,,,,,
8/5/03,,,,,,,,,,,,
8/6/03,,,,,,,,,,,,
8/7/03,,,,,,,,,,,,
8/8/03,,,,,,,,,,,,
8/9/03,,,,,,,,,,,,
8/10/03,,,,,,,,,,,,
8/11/03,,,,,,,,,,,,
8/12/03,,,,,,,,,,,,
8/13/03,,,,,,,,,,,,
8/14/03,0.837,0.225,,,,,,,,,,
8/15/03,,,,,,,,,,,,
8/16/03,,,,,,,,,,,,
8/17/03,0.633,0.18,,,,,,,,,,
8/18/03,0.495,0.153,,,,,,,,,,
8/19/03,,,,,,,,,,,,
8/20/03,0.419,0.139,,,,,,,,,,
8/21/03,0.801,0.212,,,,,,,,,,
8/22/03,,,,,,,,,,,,
8/23/03,0.81,0.214,,,,,,,,,,
8/24/03,0.559,0.166,,,,,,,,,,
8/25/03,0.479,0.15,,,,,,,,,,
8/26/03,,,,,,,,,,,,
8/27/03,,,,,,,,,,,,
8/28/03,0.815,0.214,,,,,,,,,,
8/29/03,0.443,0.142,,,,,,,,,,
8/30/03,0.781,0.209,,,,,,,,,,
8/31/03,0.462,0.148,,,,,,,,,,
9/1/03,0.768,0.205,,,,,,,,,,
9/2/03,0.657,0.185,,,,,,,,,,
9/3/03,,,,,,,,,,,,
9/4/03,0.662,0.183,,,,,,,,,,
9/5/03,0.424,0.14,,,,,,,,,,
9/6/03,0.74,0.198,,,,,,,,,,
9/7/03,,,,,,,,,,,,
9/8/03,,,,,,,,,,,,
9/9/03,,,,,,,,,,,,
9/10/03,,,,,,,,,,,,
9/11/03,,,,,,,,,,,,
9/12/03,,,,,,,,,,,,
9/13/03,0.635,0.179,,,,,,,,,,
9/14/03,,,,,,,,,,,,
9/15/03,,,,,,,,,,,,
9/16/03,,,,,,,,,,,,
9/17/03,,,,,,,,,,,,
9/18/03,0.519,0.158,,,,,,,,,,
9/19/03,,,,,,,,,,,,
9/20/03,0.555,0.164,,,,,,,,,,
9/21/03,0.381,0.132,,,,,,,,,,
9/22/03,0.631,0.179,,,,,,,,,,
9/23/03,0.442,0.144,,,,,,,,,,
9/24/03,0.675,0.184,,,,,,,,,,
9/25/03,0.37,0.131,,,,,,,,,,
9/26/03,0.4,0.134,,,,,,,,,,
9/27/03,0.54,0.16,,,,,,,,,,
9/28/03,0.405,0.137,,,,,,,,,,
9/29/03,,,,,,,,,,,,
9/30/03,0.392,0.133,,,,,,,,,,
10/1/03,,,,,,,,,,,,
10/2/03,,,,,,,,,,,,
10/3/03,0.683,0.182,,,,,,,,,,
10/4/03,,,,,,,,,,,,
10/5/03,,,,,,,,,,,,
10/6/03,0.569,0.163,,,,,,,,,,
10/7/03,,,,,,,,,,,,
10/8/03,,,,,,,,,,,,
10/9/03,,,,,,,,,,,,
10/10/03,,,,,,,,,,,,
10/11/03,,,,,,,,,,,,
10/12/03,,,,,,,,,,,,
10/13/03,0.21,0.088,,,,,,,,,,
10/14/03,,,,,,,,,,,,
10/15/03,,,,,,,,,,,,
10/16/03,,,,,,,,,,,,
10/17/03,,,,,,,,,,,,
10/18/03,0.309,0.097,,,,,,,,,,
10/19/03,,,,,,,,,,,,
10/20/03,,,,,,,,,,,,
10/21/03,0.367,0.128,,,,,,,,,,
10/22/03,,,,,,,,,,,,
10/23/03,,,,,,,,,,,,
10/24/03,0.486,0.15,,,,,,,,,,
10/25/03,0.36,0.117,,,,,,,,,,
10/26/03,0.523,0.15,,,,,,,,,,
10/27/03,0.275,0.107,,,,,,,,,,
10/28/03,,,,,,,,,,,,
10/29/03,,,,,,,,,,,,
10/30/03,0.341,0.122,,,,,,,,,,
10/31/03,,,,,,,,,,,,
11/1/03,,,,,,,,,,,,
11/2/03,,,,,,,,,,,,
11/3/03,0.306,0.117,,,,,,,,,,
11/4/03,,,,,,,,,,,,
11/5/03,0.315,0.12,,,,,,,,,,
11/6/03,0.346,0.122,,,,,,,,,,
11/7/03,,,,,,,,,,,,
11/8/03,,,,,,,,,,,,
11/9/03,0.497,0.149,,,,,,,,,,
11/10/03,,,,,,,,,,,,
11/11/03,,,,,,,,,,,,
11/12/03,0.231,0.1,,,,,,,,,,
11/13/03,0.385,0.128,,,,,,,,,,
11/14/03,,,,,,,,,,,,
11/15/03,,,,,,,,,,,,
11/16/03,,,,,,,,,,,,
11/17/03,,,,,,,,,,,,
11/18/03,,,,,,,,,,,,
11/19/03,,,,,,,,,,,,
11/20/03,,,,,,,,,,,,
11/21/03,,,,,,,,,,,,
11/22/03,,,,,,,,,,,,
11/23/03,,,,,,,,,,,,
11/24/03,,,,,,,,,,,,
11/25/03,,,,,,,,,,,,
11/26/03,,,,,,,,,,,,
11/27/03,,,,,,,,,,,,
11/28/03,,,,,,,,,,,,
11/29/03,,,,,,,,,,,,
11/30/03,0.254,0.106,,,,,,,,,,
12/1/03,,,,,,,,,,,,
12/2/03,,,,,,,,,,,,
12/3/03,0.218,0.092,,,,,,,,,,
12/4/03,,,,,,,,,,,,
12/5/03,,,,,,,,,,,,
12/6/03,,,,,,,,,,,,
12/7/03,0,,,,,,,,,,,
12/8/03,,,,,,,,,,,,
12/9/03,,,,,,,,,,,,
12/10/03,,,,,,,,,,,,
12/11/03,,,,,,,,,,,,
12/12/03,,,,,,,,,,,,
12/13/03,,,,,,,,,,,,
12/14/03,,,,,,,,,,,,
12/15/03,,,,,,,,,,,,
12/16/03,,,,,,,,,,,,
12/17/03,,,,,,,,,,,,
12/18/03,,,,,,,,,,,,
12/19/03,,,,,,,,,,,,
12/20/03,,,,,,,,,,,,
12/21/03,,,,,,,,,,,,
12/22/03,,,,,,,,,,,,
12/23/03,,,,,,,,,,,,
12/24/03,,,,,,,,,,,,
12/25/03,,,,,,,,,,,,
12/26/03,,,,,,,,,,,,
12/27/03,,,,,,,,,,,,
12/28/03,,,,,,,,,,,,
12/29/03,,,,,,,,,,,,
12/30/03,,,,,,,,,,,,
12/31/03,,,,,,,,,,,,
1/1/04,,,,,,,,,,,,
1/2/04,,,,,,,,,,,,
1/3/04,,,,,,,,,,,,
1/4/04,,,,,,,,,,,,
1/5/04,,,,,,,,,,,,
1/6/04,,,,,,,,,,,,
1/7/04,,,,,,,,,,,,
1/8/04,,,,,,,,,,,,
1/9/04,,,,,,,,,,,,
1/10/04,,,,,,,,,,,,
1/11/04,,,,,,,,,,,,
1/12/04,,,,,,,,,,,,
1/13/04,,,,,,,,,,,,
1/14/04,,,,,,,,,,,,
1/15/04,,,,,,,,,,,,
1/16/04,,,,,,,,,,,,
1/17/04,,,,,,,,,,,,
1/18/04,,,,,,,,,,,,
1/19/04,,,,,,,,,,,,
1/20/04,0.26,0.107,,,,,,,,,,
1/21/04,,,,,,,,,,,,
1/22/04,,,,,,,,,,,,
1/23/04,,,,,,,,,,,,
1/24/04,,,,,,,,,,,,
1/25/04,,,,,,,,,,,,
1/26/04,,,,,,,,,,,,
1/27/04,,,,,,,,,,,,
1/28/04,,,,,,,,,,,,
1/29/04,,,,,,,,,,,,
1/30/04,,,,,,,,,,,,
1/31/04,,,,,,,,,,,,
2/1/04,,,,,,,,,,,,
2/2/04,,,,,,,,,,,,
2/3/04,,,,,,,,,,,,
2/4/04,,,,,,,,,,,,
2/5/04,,,,,,,,,,,,
2/6/04,,,,,,,,,,,,
2/7/04,,,,,,,,,,,,
2/8/04,,,,,,,,,,,,
2/9/04,0.272,0.109,,,,,,,,,,
2/10/04,0.348,0.121,,,,,,,,,,
2/11/04,0.337,0.118,,,,,,,,,,
2/12/04,0.283,0.109,,,,,,,,,,
2/13/04,,,,,,,,,,,,
2/14/04,,,,,,,,,,,,
2/15/04,,,,,,,,,,,,
2/16/04,,,,,,,,,,,,
2/17/04,,,,,,,,,,,,
2/18/04,,,,,,,,,,,,
2/19/04,,,,,,,,,,,,
2/20/04,,,,,,,,,,,,
2/21/04,,,,,,,,,,,,
2/22/04,0.477,0.105,,,,,,,,,,
2/23/04,,,,,,,,,,,,
2/24/04,,,,,,,,,,,,
2/25/04,,,,,,,,,,,,
2/26/04,,,,,,,,,,,,
2/27/04,,,,,,,,,,,,
2/28/04,,,,,,,,,,,,
2/29/04,,,,,,,,,,,,
3/1/04,0.094,0.064,,,,,,,,,,
3/2/04,0.576,0.151,,,,,,,,,,
3/3/04,,,,,,,,,,,,
3/4/04,,,,,,,,,,,,
3/5/04,,,,,,,,,,,,
3/6/04,,,,,,,,,,,,
3/7/04,,,,,,,,,,,,
3/8/04,0.257,0.101,,,,,,,,,,
3/9/04,,,,,,,,,,,,
3/10/04,0.249,0.1,,,,,,,,,,
3/11/04,0.587,0.158,,,,,,,,,,
3/12/04,,,,,,,,,,,,
3/13/04,,,,,,,,,,,,
3/14/04,,,,,,,,,,,,
3/15/04,,,,,,,,,,,,
3/16/04,0.474,0.138,,,,,,,,,,
3/17/04,,,,,,,,,,,,
3/18/04,,,,,,,,,,,,
3/19/04,,,,,,,,,,,,
3/20/04,0.576,0.148,,,,,,,,,,
3/21/04,,,,,,,,,,,,
3/22/04,0.319,0.109,,,,,,,,,,
3/23/04,,,,,,,,,,,,
3/24/04,,,,,,,,,,,,
3/25/04,,,,,,,,,,,,
3/26/04,,,,,,,,,,,,
3/27/04,,,,,,,,,,,,
3/28/04,0.35,0.12,,,,,,,,,,
3/29/04,0.304,0.11,,,,,,,,,,
3/30/04,,,,,,,,,,,,
3/31/04,,,,,,,,,,,,
4/1/04,,,,,,,,,,,,
4/2/04,0.271,0.105,,,,,,,,,,
4/3/04,0.548,0.151,,,,,,,,,,
4/4/04,0.317,0.111,,,,,,,,,,
4/5/04,,,,,,,,,,,,
4/6/04,,,,,,,,,,,,
4/7/04,,,,,,,,,,,,
4/8/04,0.606,0.166,,,,,,,,,,
4/9/04,0.293,0.106,,,,,,,,,,
4/10/04,0.551,0.151,,,,,,,,,,
4/11/04,0.319,0.113,,,,,,,,,,
4/12/04,,,,,,,,,,,,
4/13/04,,,,,,,,,,,,
4/14/04,,,,,,,,,,,,
4/15/04,,,,,,,,,,,,
4/16/04,,,,,,,,,,,,
4/17/04,,,,,,,,,,,,
4/18/04,,,,,,,,,,,,
4/19/04,,,,,,,,,,,,
4/20/04,,,,,,,,,,,,
4/21/04,,,,,,,,,,,,
4/22/04,0.505,0.146,,,,,,,,,,
4/23/04,,,,,,,,,,,,
4/24/04,0.556,0.154,,,,,,,,,,
4/25/04,0.348,0.12,,,,,,,,,,
4/26/04,0.577,0.156,,,,,,,,,,
4/27/04,,,,,,,,,,,,
4/28/04,,,,,,,,,,,,
4/29/04,0.518,0.151,,,,,,,,,,
4/30/04,0.383,0.128,,,,,,,,,,
5/1/04,,,,,,,,,,,,
5/2/04,0.372,0.128,,,,,,,,,,
5/3/04,,,,,,,,,,,,
5/4/04,,,,,,,,,,,,
5/5/04,,,,,,,,,,,,
5/6/04,,,,,,,,,,,,
5/7/04,,,,,,,,,,,,
5/8/04,,,,,,,,,,,,
5/9/04,0.582,0.172,,,,,,,,,,
5/10/04,,,,,,,,,,,,
5/11/04,,,,,,,,,,,,
5/12/04,,,,,,,,,,,,
5/13/04,,,,,,,,,,,,
5/14/04,,,,,,,,,,,,
5/15/04,,,,,,,,,,,,
5/16/04,,,,,,,,,,,,
5/17/04,0.796,0.215,,,,,,,,,,
5/18/04,,,,,,,,,,,,
5/19/04,,,,,,,,,,,,
5/20/04,,,,,,,,,,,,
5/21/04,,,,,,,,,,,,
5/22/04,,,,,,,,,,,,
5/23/04,,,,,,,,,,,,
5/24/04,,,,,,,,,,,,
5/25/04,,,,,,,,,,,,
5/26/04,,,,,,,,,,,,
5/27/04,,,,,,,,,,,,
5/28/04,,,,,,,,,,,,
5/29/04,,,,,,,,,,,,
5/30/04,,,,,,,,,,,,
5/31/04,,,,,,,,,,,,
6/1/04,0.451,0.113,,,,,,,,,,
6/2/04,0.532,0.142,,,,,,,,,,
6/3/04,,,,,,,,,,,,
6/4/04,0.766,0.201,,,,,,,,,,
6/5/04,,,,,,,,,,,,
6/6/04,,,,,,,,,,,,
6/7/04,,,,,,,,,,,,
6/8/04,,,,,,,,,,,,
6/9/04,,,,,,,,,,,,
6/10/04,,,,,,,,,,,,
6/11/04,,,,,,,,,,,,
6/12/04,,,,,,,,,,,,
6/13/04,,,,,,,,,,,,
6/14/04,,,,,,,,,,,,
6/15/04,0.779,0.206,,,,,,,,,,
6/16/04,0.773,0.209,,,,,,,,,,
6/17/04,0.439,0.14,,,,,,,,,,
6/18/04,0.787,0.211,,,,,,,,,,
6/19/04,0.557,0.159,,,,,,,,,,
6/20/04,0.858,0.233,,,,,,,,,,
6/21/04,0.543,0.161,,,,,,,,,,
6/22/04,,,,,,,,,,,,
6/23/04,,,,,,,,,,,,
6/24/04,,,,,,,,,,,,
6/25/04,,,,,,,,,,,,
6/26/04,0.388,0.137,,,,,,,,,,
6/27/04,0.781,0.215,,,,,,,,,,
6/28/04,0.421,0.118,,,,,,,,,,
6/29/04,0.767,0.185,,,,,,,,,,
6/30/04,,,,,,,,,,,,
7/1/04,0.832,0.222,,,,,,,,,,
7/2/04,,,,,,,,,,,,
7/3/04,,,,,,,,,,,,
7/4/04,,,,,,,,,,,,
7/5/04,0.506,0.156,,,,,,,,,,
7/6/04,,,,,,,,,,,,
7/7/04,,,,,,,,,,,,
7/8/04,,,,,,,,,,,,
7/9/04,,,,,,,,,,,,
7/10/04,,,,,,,,,,,,
7/11/04,0.792,0.214,,,,,,,,,,
7/12/04,0.452,0.145,,,,,,,,,,
7/13/04,0.647,0.127,,,,,,,,,,
7/14/04,,,,,,,,,,,,
7/15/04,0.923,0.255,,,,,,,,,,
7/16/04,0.568,0.168,,,,,,,,,,
7/17/04,,,,,,,,,,,,
7/18/04,,,,,,,,,,,,
7/19/04,,,,,,,,,,,,
7/20/04,,,,,,,,,,,,
7/21/04,0.391,0.136,,,,,,,,,,
7/22/04,0.777,0.208,,,,,,,,,,
7/23/04,0.404,0.138,,,,,,,,,,
7/24/04,0.743,0.194,,,,,,,,,,
7/25/04,,,,,,,,,,,,
7/26/04,0.404,0.135,,,,,,,,,,
7/27/04,0.747,0.202,,,,,,,,,,
7/28/04,0.452,0.145,,,,,,,,,,
7/29/04,0.746,0.201,,,,,,,,,,
7/30/04,,,,,,,,,,,,
7/31/04,0.737,0.199,,,,,,,,,,
8/1/04,0.443,0.144,,,,,,,,,,
8/2/04,0.803,0.219,,,,,,,,,,
8/3/04,,,,,,,,,,,,
8/4/04,,,,,,,,,,,,
8/5/04,,,,,,,,,,,,
8/6/04,,,,,,,,,,,,
8/7/04,,,,,,,,,,,,
8/8/04,0.372,0.132,,,,,,,,,,
8/9/04,0.741,0.194,,,,,,,,,,
8/10/04,0.561,0.165,,,,,,,,,,
8/11/04,0.4,0.134,,,,,,,,,,
8/12/04,0.639,0.18,,,,,,,,,,
8/13/04,0.388,0.13,,,,,,,,,,
8/14/04,,,,,,,,,,,,
8/15/04,0.4,0.133,,,,,,,,,,
8/16/04,0.599,0.154,,,,,,,,,,
8/17/04,0.41,0.126,,,,,,,,,,
8/18/04,0.788,0.208,,,,,,,,,,
8/19/04,0.54,0.151,,,,,,,,,,
8/20/04,,,,,,,,,,,,
8/21/04,,,,,,,,,,,,
8/22/04,,,,,,,,,,,,
8/23/04,,,,,,,,,,,,
8/24/04,,,,,,,,,,,,
8/25/04,,,,,,,,,,,,
8/26/04,,,,,,,,,,,,
8/27/04,,,,,,,,,,,,
8/28/04,,,,,,,,,,,,
8/29/04,0.357,0.128,,,,,,,,,,
8/30/04,0.675,0.187,,,,,,,,,,
8/31/04,0.36,0.128,,,,,,,,,,
9/1/04,,,,,,,,,,,,
9/2/04,,,,,,,,,,,,
9/3/04,,,,,,,,,,,,
9/4/04,,,,,,,,,,,,
9/5/04,0.411,0.102,,,,,,,,,,
9/6/04,0.574,0.167,,,,,,,,,,
9/7/04,0.384,0.13,,,,,,,,,,
9/8/04,,,,,,,,,,,,
9/9/04,,,,,,,,,,,,
9/10/04,0.62,0.164,,,,,,,,,,
9/11/04,0.445,0.133,,,,,,,,,,
9/12/04,,,,,,,,,,,,
9/13/04,,,,,,,,,,,,
9/14/04,,,,,,,,,,,,
9/15/04,,,,,,,,,,,,
9/16/04,,,,,,,,,,,,
9/17/04,,,,,,,,,,,,
9/18/04,,,,,,,,,,,,
9/19/04,,,,,,,,,,,,
9/20/04,,,,,,,,,,,,
9/21/04,0.345,0.125,,,,,,,,,,
9/22/04,,,,,,,,,,,,
9/23/04,0.353,0.113,,,,,,,,,,
9/24/04,0.543,0.159,,,,,,,,,,
9/25/04,0.308,0.118,,,,,,,,,,
9/26/04,,,,,,,,,,,,
9/27/04,0.342,0.123,,,,,,,,,,
9/28/04,0.355,0.122,,,,,,,,,,
9/29/04,,,,,,,,,,,,
9/30/04,,,,,,,,,,,,
10/1/04,0.472,0.143,,,,,,,,,,
10/2/04,0.304,0.112,,,,,,,,,,
10/3/04,0.524,0.155,,,,,,,,,,
10/4/04,0.298,0.113,,,,,,,,,,
10/5/04,0.579,0.159,,,,,,,,,,
10/6/04,,,,,,,,,,,,
10/7/04,,,,,,,,,,,,
10/8/04,,,,,,,,,,,,
10/9/04,,,,,,,,,,,,
10/10/04,,,,,,,,,,,,
10/11/04,0.269,0.108,,,,,,,,,,
10/12/04,0.509,0.142,,,,,,,,,,
10/13/04,0.268,0.11,,,,,,,,,,
10/14/04,0.381,0.128,,,,,,,,,,
10/15/04,,,,,,,,,,,,
10/16/04,,,,,,,,,,,,
10/17/04,,,,,,,,,,,,
10/18/04,,,,,,,,,,,,
10/19/04,,,,,,,,,,,,
10/20/04,,,,,,,,,,,,
10/21/04,,,,,,,,,,,,
10/22/04,,,,,,,,,,,,
10/23/04,,,,,,,,,,,,
10/24/04,,,,,,,,,,,,
10/25/04,,,,,,,,,,,,
10/26/04,,,,,,,,,,,,
10/27/04,0.25,0.105,,,,,,,,,,
10/28/04,,,,,,,,,,,,
10/29/04,,,,,,,,,,,,
10/30/04,,,,,,,,,,,,
10/31/04,,,,,,,,,,,,
11/1/04,,,,,,,,,,,,
11/2/04,,,,,,,,,,,,
